group	ret	mz	EC_022024	adduct	neutralMass
M296_R402_485	401.874	296.23339667325	13448.5	[M-H]-	296.23339667325
M296_R564_486	564.327	296.233111135653	139	[M-H]-	296.233111135653
M296_R213_487	213.318	296.111689676566	862	[M-H]-	296.111689676566
M296_R132_488	132.323	296.062149537872	178	[M-H]-	296.062149537872
M296_R794_489	794.273	296.269054615069	49146	[M-H]-	296.269054615069
M297_R210_491	210.316	297.087255706433	696	[M-H]-	297.087255706433
M297_R482_492	482.097	297.236780169642	6855	[M-H]-	297.236780169642
M297_R632_493	632.43	297.236327644685	13708	[M-H]-	297.236327644685
M297_R796_494	795.503	297.272016667367	10907	[M-H]-	297.272016667367
M298_R622_495	621.528	297.653895985208	387	[M-H]-	297.653895985208
M298_R204_496	203.559	298.116927057221	347.5	[M-H]-	298.116927057221
M298_R601_499	601.097	298.15814134493	2220	[M-H]-	298.15814134493
M298_R439_500	438.645	298.239253948055	1610	[M-H]-	298.239253948055
M298_R257_501	256.865	298.176546954529	601.5	[M-H]-	298.176546954529
M298_R643_502	643.336	298.24857020327	27193.5	[M-H]-	298.24857020327
M298_R541_503	540.6545	298.249207797975	68476	[M-H]-	298.249207797975
M298_R875_505	875.34	298.285107338901	27812	[M-H]-	298.285107338901
M299_R213_506	213.318	298.965204316237	4678.5	[M-H]-	298.965204316237
M299_R541_507	540.6545	299.252344839232	12228	[M-H]-	299.252344839232
M299_R666_508	665.745	299.206689265118	6231.5	[M-H]-	299.206689265118
M299_R257_509	256.511	299.181161731812	485	[M-H]-	299.181161731812
M299_R848_510	848.455	299.287439154255	5053.5	[M-H]-	299.287439154255
M300_R626_511	625.616	299.651584774963	233	[M-H]-	299.651584774963
M300_R185_512	184.789	299.757403892198	259	[M-H]-	299.757403892198
M300_R526_515	525.6185	300.059486629122	6159.5	[M-H]-	300.059486629122
M300_R746_517	746.066	300.264057391283	6343	[M-H]-	300.264057391283
M300_R589_519	588.835	300.255000421679	4839	[M-H]-	300.255000421679
M301_R534_522	534.147	301.086886158701	1470	[M-H]-	301.086886158701
M301_R212_523	211.816	301.074887937581	858	[M-H]-	301.074887937581
M301_R747_525	747.295	301.267296618734	1528	[M-H]-	301.267296618734
M301_R204_526	204.3095	301.173789470427	522	[M-H]-	301.173789470427
M302_R185_527	184.789	301.755152223191	410	[M-H]-	301.755152223191
M302_R555_529	554.712	302.083815827439	812	[M-H]-	302.083815827439
M302_R197_531	196.8	302.133910746072	561	[M-H]-	302.133910746072
M302_R649_532	648.546	302.222267330621	21152	[M-H]-	302.222267330621
M303_R143_536	142.777	303.071171029185	306	[M-H]-	303.071171029185
M303_R538_537	538.051	303.084537076027	171.5	[M-H]-	303.084537076027
M304_R183_540	183.288	303.752074215626	495.5	[M-H]-	303.752074215626
M304_R205_542	205.0605	304.127263822133	297.5	[M-H]-	304.127263822133
M304_R478_544	478.195	304.141798129222	173	[M-H]-	304.141798129222
M304_R674_545	673.827	304.238531181527	2234131	[M-H]-	304.238531181527
M304_R269_546	268.875	304.223270284671	249	[M-H]-	304.223270284671
M304_R489_547	488.602	304.186435157069	127	[M-H]-	304.186435157069
M305_R642_548	641.973	304.661446318833	600	[M-H]-	304.661446318833
M305_R673_550	672.524	305.241685909505	418484	[M-H]-	305.241685909505
M305_R362_551	362.253	305.197483731582	170	[M-H]-	305.197483731582
M305_R218_552	217.823	305.165967263821	183.5	[M-H]-	305.165967263821
M306_R627_553	626.979	305.651875490742	196.5	[M-H]-	305.651875490742
M306_R185_554	184.789	305.74859588845	140.5	[M-H]-	305.74859588845
M306_R381_556	381.356	305.996816101445	192.5	[M-H]-	305.996816101445
M306_R704_558	704.4375	306.248765909248	14285	[M-H]-	306.248765909248
M306_R219_559	219.324	306.166242741436	386	[M-H]-	306.166242741436
M307_R626_560	625.616	306.659052527504	520.5	[M-H]-	306.659052527504
M307_R704_563	704.4375	307.251992247792	3280	[M-H]-	307.251992247792
M307_R381_564	380.649	307.212514008978	149.5	[M-H]-	307.212514008978
M307_R215_565	214.819	307.164932666431	662	[M-H]-	307.164932666431
M308_R613_568	613.356	308.208162340579	204.5	[M-H]-	308.208162340579
M308_R704_569	704.4375	308.239362254423	1458.5	[M-H]-	308.239362254423
M308_R789_570	789.343	308.269334846801	285961.5	[M-H]-	308.269334846801
M308_R399_571	399.043	308.197004523158	160	[M-H]-	308.197004523158
M308_R234_572	234.3415	308.196295088487	150	[M-H]-	308.196295088487
M308_R321_573	321.218	308.196720529686	839	[M-H]-	308.196720529686
M309_R192_574	192.294	309.119152257943	600.5	[M-H]-	309.119152257943
M309_R808_575	807.811	309.269720327249	101708.5	[M-H]-	309.269720327249
M309_R718_576	718.116	309.262256570527	1692	[M-H]-	309.262256570527
M309_R215_577	214.819	309.161116249468	366	[M-H]-	309.161116249468
M309_R791_578	790.575	309.301650936345	233.5	[M-H]-	309.301650936345
M310_R242_579	241.856	309.982256430261	187	[M-H]-	309.982256430261
M310_R209_580	208.815	310.1319111581	1752.5	[M-H]-	310.1319111581
M310_R335_581	335.367	310.212423533708	3097	[M-H]-	310.212423533708
M310_R471_582	470.671	310.176233495218	2771	[M-H]-	310.176233495218
M310_R619_583	618.805	310.248371826479	1623.5	[M-H]-	310.248371826479
M310_R789_584	789.343	310.27548395351	15380	[M-H]-	310.27548395351
M310_R829_585	828.741	310.284683540343	118248	[M-H]-	310.284683540343
M311_R627_586	626.979	310.661868211183	112	[M-H]-	310.661868211183
M311_R620_588	620.166	311.242613835321	378	[M-H]-	311.242613835321
M311_R533_589	532.846	311.197987085945	306	[M-H]-	311.197987085945
M311_R361_590	360.838	311.21592833526	644.5	[M-H]-	311.21592833526
M311_R789_591	789.343	311.277117945306	1352	[M-H]-	311.277117945306
M311_R221_592	220.826	311.189393247973	466	[M-H]-	311.189393247973
M311_R829_593	828.741	311.287708844887	24383	[M-H]-	311.287708844887
M312_R642_594	641.973	311.669208196921	1026	[M-H]-	311.669208196921
M312_R383_595	383.476	311.907499532418	848	[M-H]-	311.907499532418
M312_R339_596	338.9065	312.148036346751	473	[M-H]-	312.148036346751
M312_R624_598	624.2555	312.21856558627	718.5	[M-H]-	312.21856558627
M312_R507_599	506.819	312.228078887742	4305	[M-H]-	312.228078887742
M312_R869_602	869.414	312.300337422015	45526	[M-H]-	312.300337422015
M313_R627_603	626.979	312.661289549591	156	[M-H]-	312.661289549591
M313_R210_604	210.317	312.971864979402	4695	[M-H]-	312.971864979402
M313_R355_605	355.18	313.140927799613	272	[M-H]-	313.140927799613
M313_R624_606	624.256	313.245223534398	240	[M-H]-	313.245223534398
M313_R284_608	283.812	313.231494420885	4655	[M-H]-	313.231494420885
M313_R868_609	868.181	313.303431521235	11706.5	[M-H]-	313.303431521235
M314_R642_610	641.973	313.667101165909	417	[M-H]-	313.667101165909
M314_R571_611	571.135	313.904254179884	106	[M-H]-	313.904254179884
M314_R494_612	493.808	313.904535359105	157	[M-H]-	313.904535359105
M314_R255_613	255.0875	313.989852725885	5033	[M-H]-	313.989852725885
M314_R761_615	760.931	314.233522127112	32385	[M-H]-	314.233522127112
M314_R631_616	631.068	314.199457139671	753	[M-H]-	314.199457139671
M314_R372_617	372.1575	314.24398990376	24408	[M-H]-	314.24398990376
M314_R237_618	237.346	314.182284180372	1122	[M-H]-	314.182284180372
M314_R868_619	868.181	314.306555918977	1102	[M-H]-	314.306555918977
M315_R626_620	625.616	314.656692230277	1001.5	[M-H]-	314.656692230277
M315_R641_622	640.609	315.084971941333	450	[M-H]-	315.084971941333
M315_R371_623	371.45	315.247243855863	313	[M-H]-	315.247243855863
M315_R784_624	783.6685	315.166066644574	6430	[M-H]-	315.166066644574
M315_R627_625	626.9785	315.211512450565	254	[M-H]-	315.211512450565
M315_R252_626	251.6125	315.211087490874	635.5	[M-H]-	315.211087490874
M316_R185_627	184.789	315.731650980362	219.5	[M-H]-	315.731650980362
M316_R231_628	231.3385	315.965176014659	21948	[M-H]-	315.965176014659
M316_R520_630	519.83	316.062473077919	494	[M-H]-	316.062473077919
M316_R647_631	647.3075	316.225808930654	8316	[M-H]-	316.225808930654
M316_R371_632	370.744	316.202335007963	1311.5	[M-H]-	316.202335007963
M316_R210_634	210.316	316.198766277275	854.5	[M-H]-	316.198766277275
M316_R502_635	502.265	316.248757686664	1696	[M-H]-	316.248757686664
M317_R248_637	247.7475	316.967761924003	1156	[M-H]-	316.967761924003
M317_R522_638	522.432	317.063054819724	160	[M-H]-	317.063054819724
M317_R673_639	673.031	317.226326058183	1426	[M-H]-	317.226326058183
M317_R383_641	383.476	317.205287795146	1032	[M-H]-	317.205287795146
M317_R507_642	506.819	317.241489875992	401.5	[M-H]-	317.241489875992
M318_R185_643	184.789	317.7280858818	430	[M-H]-	317.7280858818
M318_R400_644	400.455	318.042179075757	7369	[M-H]-	318.042179075757
M318_R224_645	223.831	318.114986852628	865	[M-H]-	318.114986852628
M318_R131_646	130.874	318.153849166805	663.5	[M-H]-	318.153849166805
M318_R640_648	639.9255	318.214233726652	3896	[M-H]-	318.214233726652
M318_R204_649	204.242	318.177105102896	1002	[M-H]-	318.177105102896
M318_R755_650	754.873	318.237628064968	7843	[M-H]-	318.237628064968
M318_R363_651	362.96	318.236991220571	124.5	[M-H]-	318.236991220571
M319_R641_652	640.609	318.677046768047	405	[M-H]-	318.677046768047
M319_R382_654	382.063	319.042875870521	1921	[M-H]-	319.042875870521
M319_R601_656	601.097	319.187560019153	307	[M-H]-	319.187560019153
M320_R185_659	184.789	319.725464609813	312	[M-H]-	319.725464609813
M320_R243_660	243.2975	319.985863259738	5235	[M-H]-	319.985863259738
M320_R140_661	139.775	320.005283753139	188	[M-H]-	320.005283753139
M320_R382_663	382.063	320.040450575559	1393.5	[M-H]-	320.040450575559
M320_R786_665	785.647	320.24520156925	4770	[M-H]-	320.24520156925
M320_R552_666	552.368	320.23329621929	30207	[M-H]-	320.23329621929
M320_R396_667	396.211	320.163228486896	275.5	[M-H]-	320.163228486896
M321_R642_668	641.973	320.673724714436	540	[M-H]-	320.673724714436
M321_R382_671	382.063	321.040670918946	236	[M-H]-	321.040670918946
M321_R552_673	552.368	321.236570964965	7537	[M-H]-	321.236570964965
M322_R236_677	235.845	322.002689948968	1993	[M-H]-	322.002689948968
M322_R570_679	569.889	322.209912067547	705	[M-H]-	322.209912067547
M322_R808_680	807.814	322.215971945125	929	[M-H]-	322.215971945125
M322_R398_681	397.626	322.212377446805	297.5	[M-H]-	322.212377446805
M323_R266_683	265.874	322.996345321006	1020	[M-H]-	322.996345321006
M323_R517_685	517.227	323.181571897078	665	[M-H]-	323.181571897078
M323_R585_686	584.747	323.251771958449	2605.5	[M-H]-	323.251771958449
M323_R789_687	789.343	323.217947840168	496.5	[M-H]-	323.217947840168
M324_R194_689	193.797	324.006521489397	313	[M-H]-	324.006521489397
M324_R605_690	605.1825	324.20391912879	162	[M-H]-	324.20391912879
M324_R225_692	225.33	324.203350029798	6678	[M-H]-	324.203350029798
M324_R853_693	852.592	324.229987396938	604	[M-H]-	324.229987396938
M325_R197_694	196.8	325.117517927372	431	[M-H]-	325.117517927372
M325_R383_695	383.476	325.105947355846	129	[M-H]-	325.105947355846
M325_R620_696	620.166	325.260638250454	5154	[M-H]-	325.260638250454
M325_R213_698	213.229	325.19746834374	1553	[M-H]-	325.19746834374
M325_R855_699	854.623	325.296431672967	836	[M-H]-	325.296431672967
M326_R632_700	631.7495	325.676365330601	177	[M-H]-	325.676365330601
M326_R792_701	791.807	325.684383725055	425.5	[M-H]-	325.684383725055
M326_R206_702	205.811	326.139729014288	583	[M-H]-	326.139729014288
M326_R641_703	640.609	326.22173662746	4037.5	[M-H]-	326.22173662746
M326_R408_704	407.532	326.242715590383	512	[M-H]-	326.242715590383
M326_R226_705	226.0845	326.207968312225	1585	[M-H]-	326.207968312225
M327_R607_707	606.545	326.655577270394	172	[M-H]-	326.655577270394
M327_R263_708	262.869	326.99617120018	5346.5	[M-H]-	326.99617120018
M327_R665_709	664.713	327.225107800581	2105	[M-H]-	327.225107800581
M327_R225_711	225.33	327.181656362633	1119	[M-H]-	327.181656362633
M328_R183_712	183.288	327.76633095849	161	[M-H]-	327.76633095849
M328_R628_713	628.341	327.663762803906	463	[M-H]-	327.663762803906
M328_R244_714	244.0995	327.989295454984	283	[M-H]-	327.989295454984
M328_R719_715	719.417	328.238079587521	1101	[M-H]-	328.238079587521
M328_R621_716	620.8485	328.167882725631	261	[M-H]-	328.167882725631
M328_R478_717	478.195	328.18628924464	1117.5	[M-H]-	328.18628924464
M328_R302_719	302.397	328.223451917752	466	[M-H]-	328.223451917752
M328_R810_720	809.985	328.294757235027	3229.5	[M-H]-	328.294757235027
M328_R627_721	626.979	328.285940107383	231	[M-H]-	328.285940107383
M329_R643_722	643.336	328.6719452451	1785	[M-H]-	328.6719452451
M329_R719_723	719.417	328.722799307705	472	[M-H]-	328.722799307705
M329_R244_724	244.0995	328.988538173595	276	[M-H]-	328.988538173595
M329_R684_726	684.247	329.241453038605	1171	[M-H]-	329.241453038605
M329_R389_727	389.135	329.225812562541	200	[M-H]-	329.225812562541
M329_R781_729	780.718	329.297972499613	715.5	[M-H]-	329.297972499613
M330_R479_731	479.495	330.148670099406	113	[M-H]-	330.148670099406
M330_R740_732	739.82	330.263673866979	924929.5	[M-H]-	330.263673866979
M330_R364_733	363.667	330.238594762862	1475	[M-H]-	330.238594762862
M330_R594_734	594.285	330.194680121088	541	[M-H]-	330.194680121088
M330_R222_735	222.327	330.185443153673	27648	[M-H]-	330.185443153673
M331_R364_736	363.667	330.672891096722	176	[M-H]-	330.672891096722
M331_R727_738	727.228	331.235041150195	189333	[M-H]-	331.235041150195
M331_R328_739	328.292	331.242482864949	706	[M-H]-	331.242482864949
M331_R405_740	404.702	331.17898175906	751	[M-H]-	331.17898175906
M331_R215_741	214.819	331.20800851648	285	[M-H]-	331.20800851648
M332_R210_742	210.316	332.086685700776	590.5	[M-H]-	332.086685700776
M332_R745_744	744.838	332.059149661793	26871	[M-H]-	332.059149661793
M332_R541_745	540.654	332.201153474182	4596	[M-H]-	332.201153474182
M332_R221_747	220.826	332.197014244811	622	[M-H]-	332.197014244811
M333_R198_748	198.302	333.098095441902	1764	[M-H]-	333.098095441902
M333_R783_750	783.183	333.263124615441	321598	[M-H]-	333.263124615441
M333_R227_751	226.833	333.166412768897	1037	[M-H]-	333.166412768897
M334_R626_752	625.616	333.681915317876	144.5	[M-H]-	333.681915317876
M334_R200_754	199.804	334.013226657261	18734	[M-H]-	334.013226657261
M334_R626_755	626.1895	334.141022201813	7055	[M-H]-	334.141022201813
M334_R798_756	798.428	334.165998455824	41186	[M-H]-	334.165998455824
M334_R300_757	300.149	334.212575055314	4962	[M-H]-	334.212575055314
M334_R799_758	799.194	334.284033418221	54233	[M-H]-	334.284033418221
M335_R200_759	199.804	335.016961804089	3131	[M-H]-	335.016961804089
M335_R623_760	622.891	335.227810838258	918	[M-H]-	335.227810838258
M335_R846_761	845.987	335.255185832884	1182	[M-H]-	335.255185832884
M335_R783_762	783.183	335.278027497654	3179	[M-H]-	335.278027497654
M335_R320_763	319.803	335.21531716302	1093	[M-H]-	335.21531716302
M335_R800_765	800.426	335.287716261086	12756	[M-H]-	335.287716261086
M336_R189_766	189.291	335.979670133595	183	[M-H]-	335.979670133595
M336_R642_768	641.973	336.238728656447	393.5	[M-H]-	336.238728656447
M336_R340_769	339.613	336.228439516437	18471	[M-H]-	336.228439516437
M336_R400_770	400.459	336.192073262088	470	[M-H]-	336.192073262088
M336_R516_771	515.926	336.194627853339	626	[M-H]-	336.194627853339
M336_R823_772	822.592	336.295042138563	24449	[M-H]-	336.295042138563
M337_R200_773	199.804	337.125856483248	554	[M-H]-	337.125856483248
M337_R340_774	339.613	337.231576799368	4217	[M-H]-	337.231576799368
M337_R643_775	643.336	337.259687548592	3082	[M-H]-	337.259687548592
M337_R847_777	847.22	337.303097960227	8426	[M-H]-	337.303097960227
M338_R231_779	231.339	337.976000601681	1533.5	[M-H]-	337.976000601681
M338_R525_780	525.035	338.243549044209	7701.5	[M-H]-	338.243549044209
M338_R643_781	643.336	338.20991752472	687	[M-H]-	338.20991752472
M338_R839_783	839.493	338.241419340926	1003	[M-H]-	338.241419340926
M339_R201_784	201.3065	339.121731857788	729	[M-H]-	339.121731857788
M339_R721_785	720.719	339.243260535426	4130	[M-H]-	339.243260535426
M339_R632_786	631.751	339.212593517698	1505	[M-H]-	339.212593517698
M339_R509_787	509.421	339.224700943485	282	[M-H]-	339.224700943485
M339_R872_789	871.882	339.318331050805	5068	[M-H]-	339.318331050805
M340_R641_790	640.609	339.681864207757	312	[M-H]-	339.681864207757
M340_R135_791	135.272	339.946820904314	195	[M-H]-	339.946820904314
M340_R245_792	244.859	340.137360907563	380	[M-H]-	340.137360907563
M340_R572_793	571.814	340.178639224084	6287	[M-H]-	340.178639224084
M340_R391_794	390.5535	340.23051258887	1052.5	[M-H]-	340.23051258887
M340_R219_795	219.22	340.172496987529	1100	[M-H]-	340.172496987529
M341_R207_798	207.314	341.143772001253	1585.5	[M-H]-	341.143772001253
M341_R321_799	321.218	341.131064166467	677	[M-H]-	341.131064166467
M341_R639_800	639.245	341.235923231807	2283	[M-H]-	341.235923231807
M341_R809_801	809.4975	341.235495355789	3531	[M-H]-	341.235495355789
M341_R390_802	389.8465	341.234225489398	351.5	[M-H]-	341.234225489398
M341_R220_803	220.0415	341.194956394187	1022	[M-H]-	341.194956394187
M341_R796_804	795.503	341.289501320473	2235.5	[M-H]-	341.289501320473
M341_R689_805	689.458	341.290228150345	894.5	[M-H]-	341.290228150345
M342_R183_806	183.288	341.743701157222	246.5	[M-H]-	341.743701157222
M342_R254_807	253.863	342.01045006219	2393.5	[M-H]-	342.01045006219
M342_R622_808	621.5295	342.216934051591	1108.5	[M-H]-	342.216934051591
M342_R747_809	747.3105	342.260215567941	12226	[M-H]-	342.260215567941
M342_R398_810	398.335	342.256384651051	956.5	[M-H]-	342.256384651051
M342_R226_811	226.083	342.209601325918	320	[M-H]-	342.209601325918
M342_R883_812	883.004	342.309844415085	1473.5	[M-H]-	342.309844415085
M342_R786_813	785.647	342.311018671725	2644	[M-H]-	342.311018671725
M343_R255_814	255.365	343.013132858156	181	[M-H]-	343.013132858156
M343_R673_815	673.1755	343.237477279322	1558	[M-H]-	343.237477279322
M343_R395_816	394.796	343.27821070682	168.5	[M-H]-	343.27821070682
M343_R242_817	241.856	343.220819899421	657.5	[M-H]-	343.220819899421
M343_R882_818	881.766	343.311141344363	824	[M-H]-	343.311141344363
M344_R183_819	183.288	343.73927477699	364	[M-H]-	343.73927477699
M344_R623_820	622.891	343.659871897073	127.5	[M-H]-	343.659871897073
M344_R194_821	193.797	344.097182411958	283	[M-H]-	344.097182411958
M344_R744_822	743.9825	344.249138321435	15864	[M-H]-	344.249138321435
M344_R564_823	564.327	344.232994822784	12442	[M-H]-	344.232994822784
M344_R206_824	205.811	344.181624439381	427	[M-H]-	344.181624439381
M344_R807_826	806.582	344.289702857797	13854	[M-H]-	344.289702857797
M345_R132_827	132.323	345.099073983944	442	[M-H]-	345.099073983944
M345_R218_828	217.824	345.154036189075	225	[M-H]-	345.154036189075
